host,port,secure,anonymity,country_code,available,error_rate,average_response_time
139.162.78.109,8080,0,H,JP,1,0.5,1.46
149.28.147.106,8080,0,T,US,1,0.0,0.49
187.243.240.54,8080,1,None,MX,1,0.0,1.71
14.97.2.106,80,0,A,IN,1,0.5,3.17
128.199.202.122,3128,0,H,SG,1,0.5,0.39
46.101.86.33,80,0,T,GB,1,0.0,0.13
85.133.210.42,3128,1,None,IR,1,0.33,0.31
161.35.4.201,80,0,H,US,1,0.5,0.52
51.81.82.175,80,0,H,GB,1,0.33,0.79
14.97.2.106,80,0,A,IN,1,0.5,1.08
3.224.205.253,80,0,H,US,1,0.5,0.96
36.95.23.89,8080,1,None,ID,1,0.0,1.24
154.16.63.16,3128,0,H,GB,1,0.5,2.1
187.243.240.54,8080,1,None,MX,1,0.0,1.73
79.120.177.106,8080,0,T,HU,1,0.0,1.85
79.120.177.106,8080,1,None,HU,1,0.0,1.85
103.4.164.206,8080,0,T,ID,1,0.0,1.78
134.209.29.120,8080,0,H,US,1,0.5,1.78
158.101.114.88,80,0,H,US,1,0.25,0.78
46.229.67.198,47437,0,H,RU,1,0.0,2.25
162.214.92.202,80,0,H,US,1,0.67,1.91
139.162.78.109,8080,0,H,JP,1,0.5,0.36
3.101.73.214,80,0,H,US,1,0.5,0.09
79.111.13.155,50625,0,H,RU,1,0.5,1.11
102.129.249.120,8080,0,H,--,1,0.5,0.1
213.108.5.224,3128,1,None,RU,1,0.0,1.38
67.63.33.7,80,0,H,US,1,0.67,0.04
161.35.70.249,3128,0,H,US,1,0.5,1.3
162.214.92.202,80,0,H,US,1,0.5,0.09
151.106.34.87,80,0,H,US,1,0.5,1.37
79.120.177.106,8080,1,None,HU,1,0.25,0.93
79.120.177.106,8080,0,T,HU,1,0.25,0.93
154.16.63.16,3128,0,H,GB,1,0.5,1.26
159.203.61.169,8080,0,H,CA,1,0.5,0.11
1.10.189.156,32078,0,H,TH,1,0.0,2.18
1.10.189.156,32078,1,None,TH,1,0.0,2.18
1.32.59.217,47045,0,H,MY,1,0.25,1.7
1.32.59.217,47045,1,None,MY,1,0.25,1.7
79.120.177.106,8080,0,T,HU,1,0.0,3.04
79.120.177.106,8080,1,None,HU,1,0.0,3.04
88.99.10.253,1080,0,H,DE,1,0.25,1.72
3.101.73.214,80,0,H,US,1,0.5,0.14
139.162.78.109,8080,0,H,JP,1,0.5,0.31
167.71.5.83,8080,0,H,US,1,0.5,0.37
193.86.229.230,8080,0,T,CZ,1,0.25,1.11
193.86.229.230,8080,1,None,CZ,1,0.25,1.11
36.37.177.186,8080,0,H,KH,1,0.25,1.31
36.37.177.186,8080,1,None,KH,1,0.25,1.31
181.129.70.82,46752,1,None,CO,1,0.33,2.8
110.74.208.154,21776,1,None,KH,1,0.6,1.18
183.88.232.207,8080,1,None,TH,1,0.6,1.37
65.18.114.254,55443,1,None,US,1,0.4,2.56
148.81.199.253,80,0,A,PL,1,0.8,0.72
218.161.36.89,53438,0,H,TW,1,0.4,3.24
218.161.36.89,53438,1,None,TW,1,0.4,3.24
51.91.122.208,80,0,H,GB,1,0.5,0.55
176.9.75.42,8080,0,H,DE,1,0.5,0.26
151.106.34.87,80,0,H,US,1,0.5,0.71
3.101.73.214,80,0,H,US,1,0.5,0.06
79.120.177.106,8080,1,None,HU,1,0.2,1.61
79.120.177.106,8080,0,T,HU,1,0.2,1.61
51.91.122.208,80,0,H,GB,1,0.5,0.16
87.237.234.187,3128,0,H,UZ,1,0.5,0.35
88.99.10.253,1080,0,H,DE,1,0.0,0.66
151.106.34.87,80,0,H,US,1,0.5,2.16
111.92.164.242,50249,1,None,ID,1,0.0,2.01
103.240.77.98,30093,0,H,IN,1,0.5,3.22
101.109.255.17,43501,0,H,TH,1,0.0,2.52
101.109.255.17,43501,1,None,TH,1,0.0,2.52
172.105.239.175,80,0,H,US,1,0.5,0.22
173.212.202.65,80,0,H,DE,1,0.5,0.97
139.59.1.14,8080,0,H,IN,1,0.5,0.41
154.16.63.16,3128,0,H,GB,1,0.5,0.49
173.212.202.65,80,0,H,DE,1,0.5,0.16
153.122.86.46,80,0,H,JP,1,0.5,3.15
103.250.68.10,8080,1,None,BD,1,0.0,3.18
196.216.220.204,36739,0,H,SL,1,0.4,1.23
196.216.220.204,36739,1,None,SL,1,0.4,1.23
82.99.232.18,58689,0,H,IR,1,0.0,1.93
173.212.202.65,80,0,H,DE,1,0.5,3.57
79.120.177.106,8080,1,None,HU,1,0.25,1.57
79.120.177.106,8080,0,T,HU,1,0.25,1.57
51.83.193.218,80,0,H,GB,1,0.75,0.22
82.99.232.18,58689,1,None,IR,1,0.25,1.38
82.99.232.18,58689,0,H,IR,1,0.25,1.38
173.212.202.65,80,0,H,DE,1,0.67,2.53
217.8.51.202,8080,0,H,DE,1,0.5,0.45
78.42.42.35,3128,0,H,DE,1,0.5,1.1
154.16.63.16,3128,0,H,GB,1,0.5,2.15
103.240.77.98,30093,1,None,IN,1,0.0,0.73
161.35.4.201,80,0,H,US,1,0.5,1.24
91.193.253.188,23500,1,None,UA,1,0.0,1.3
91.193.253.188,23500,0,H,UA,1,0.0,1.3
149.172.255.2,8080,0,H,DE,1,0.5,0.68
187.243.240.54,8080,0,H,MX,1,0.67,1.47
124.41.243.72,44716,1,None,NP,1,0.0,2.51
124.41.243.72,44716,0,H,NP,1,0.0,2.51
37.49.127.238,8080,0,H,DE,1,0.5,0.17
151.106.34.87,80,0,H,US,1,0.5,0.43
91.193.253.188,23500,1,None,UA,1,0.33,0.69
89.208.35.79,60358,1,None,RU,1,0.0,0.71
115.85.73.179,3128,1,None,ID,1,0.0,1.48
219.83.34.178,8080,0,A,ID,1,0.67,1.52
82.212.62.29,8080,0,H,DE,1,0.5,0.44
182.253.21.26,46977,1,None,ID,1,0.0,1.3
91.150.189.122,30389,1,None,PL,1,0.0,1.67
3.224.205.253,80,0,H,US,1,0.5,0.14
79.120.177.106,8080,0,T,HU,1,0.5,2.91
81.18.34.98,42535,0,H,KZ,1,0.67,2.01
46.5.252.70,8080,0,H,DE,1,0.5,0.94
176.9.75.42,8080,0,H,DE,1,0.5,0.23
14.97.2.104,80,0,A,IN,1,0.5,1.34
103.105.212.106,53281,0,H,--,1,0.0,2.16
103.240.77.98,30093,0,H,IN,1,0.25,1.4
154.16.63.16,3128,0,H,GB,1,0.5,0.41
191.96.42.80,8080,0,H,US,1,0.5,0.07
162.214.92.202,80,0,H,US,1,0.5,1.59
95.9.194.13,56726,1,None,TR,1,0.0,1.5
95.9.194.13,56726,0,H,TR,1,0.0,1.5
150.129.171.35,30093,0,H,IN,1,0.0,2.21
172.105.239.175,80,0,H,US,1,0.5,0.65
103.111.225.100,8080,1,None,--,1,0.0,3.83
103.111.225.100,8080,0,T,--,1,0.0,3.83
91.150.189.122,30389,0,H,PL,1,0.4,2.25
155.0.181.254,43496,0,H,ZM,1,0.75,2.93
154.16.63.16,3128,0,H,GB,1,0.5,0.66
109.193.195.4,3128,0,H,DE,1,0.5,0.96
151.106.34.87,80,0,H,US,1,0.5,2.26
79.120.177.106,8080,0,T,HU,1,0.0,1.89
79.120.177.106,8080,1,None,HU,1,0.0,1.89
154.16.63.16,3128,0,H,GB,1,0.5,1.46
167.71.5.83,8080,0,H,US,1,0.5,0.33
183.88.232.207,8080,1,None,TH,1,0.25,2.17
162.214.92.202,80,0,H,US,1,0.67,2.41
74.143.245.221,80,0,A,US,1,0.75,0.11
151.106.34.87,80,0,H,US,1,0.75,1.23
165.16.32.1,8080,1,None,LY,1,0.6,1.1
79.120.177.106,8080,0,T,HU,1,0.4,2.25
79.120.177.106,8080,1,None,HU,1,0.4,2.25
154.16.63.16,3128,0,H,GB,1,0.5,0.96
79.120.177.106,8080,1,None,HU,1,0.0,1.34
79.120.177.106,8080,0,T,HU,1,0.0,1.34
138.68.60.8,8080,0,H,US,1,0.5,0.15
134.209.29.120,8080,0,H,US,1,0.5,0.18
172.105.239.175,80,0,H,US,1,0.5,0.34
167.71.5.83,8080,0,H,US,1,0.5,0.94
151.106.34.87,80,0,H,US,1,0.5,3.63
14.97.2.107,80,0,A,IN,1,0.5,2.78
109.193.195.11,3128,0,H,DE,1,0.5,1.81
173.212.202.65,80,0,H,DE,1,0.5,0.14
148.81.199.253,80,0,A,PL,1,0.0,0.58
67.63.33.7,80,0,H,US,1,0.5,0.25
159.203.61.169,8080,0,H,CA,1,0.5,0.25
138.68.60.8,8080,0,H,US,1,0.5,0.12
88.198.24.108,8080,0,H,DE,1,0.5,0.36
103.36.35.135,8080,1,None,ID,1,0.0,2.08
103.36.35.135,8080,0,T,ID,1,0.0,2.08
79.120.177.106,8080,1,None,HU,1,0.0,2.12
79.120.177.106,8080,0,T,HU,1,0.0,2.12
31.173.94.93,43539,0,H,RU,1,0.0,2.18
111.92.164.242,50249,1,None,ID,1,0.25,1.9
111.92.164.242,50249,0,H,ID,1,0.25,1.9
150.129.207.72,30093,0,H,IN,1,0.5,2.41
110.44.124.220,55443,0,H,NP,1,0.4,1.63
82.99.232.18,58689,1,None,IR,1,0.4,1.85
103.110.90.250,8080,1,None,--,1,0.0,1.19
172.105.239.175,80,0,H,US,1,0.5,1.01
82.99.232.18,58689,1,None,IR,1,0.0,2.25
149.172.255.12,8080,0,H,DE,1,0.5,0.43
51.81.82.175,80,0,H,GB,1,0.33,0.74
109.193.195.4,3128,0,H,DE,1,0.5,0.44
37.49.127.226,8080,0,H,DE,1,0.5,1.2
85.216.127.180,8080,0,H,DE,1,0.5,0.18
14.97.2.107,80,0,A,IN,1,0.5,1.22
153.122.86.46,80,0,H,JP,1,0.5,1.17
78.42.42.34,8080,0,H,DE,1,0.5,2.42
149.172.255.3,8080,0,H,DE,1,0.5,1.05
3.101.73.214,80,0,H,US,1,0.5,0.76
134.3.255.3,3128,0,H,DE,1,0.5,0.43
154.16.63.16,3128,0,H,GB,1,0.5,1.02
79.120.177.106,8080,0,T,HU,1,0.5,2.02
153.122.86.46,80,0,H,JP,1,0.67,0.63
82.212.62.28,8080,0,H,DE,1,0.5,1.96
18.233.119.46,80,0,T,US,1,0.5,0.05
148.81.199.253,80,0,A,PL,1,0.0,2.6
46.5.252.56,8080,0,H,DE,1,0.5,0.69
153.122.86.46,80,0,H,JP,1,0.5,0.19
3.224.205.253,80,0,H,US,1,0.5,0.34
134.3.255.4,8080,0,H,DE,1,0.67,0.97
3.101.73.214,80,0,H,US,1,0.5,0.04
3.101.73.214,80,0,H,US,1,0.5,0.77
82.212.62.29,8080,0,H,DE,1,0.5,0.76
109.193.195.2,8080,0,H,DE,1,0.5,0.17
187.243.240.54,8080,1,None,MX,1,0.0,1.65
187.243.240.54,8080,0,H,MX,1,0.0,1.65
148.81.199.253,80,0,A,PL,1,0.0,0.53
176.9.75.42,8080,0,H,DE,1,0.5,0.75
170.81.35.26,36681,0,H,CR,1,0.0,2.57
46.5.252.70,8080,0,H,DE,1,0.5,0.88
85.216.127.180,8080,0,H,DE,1,0.5,0.93
148.81.199.253,80,0,A,PL,1,0.0,0.55
46.5.252.70,8080,0,H,DE,1,0.5,2.09
82.99.232.18,58689,0,H,IR,1,0.0,1.87
148.81.199.253,80,0,A,PL,1,0.25,0.62
34.95.230.194,80,0,H,US,1,0.5,0.38
148.81.199.253,80,0,A,PL,1,0.0,0.72
128.199.202.122,3128,0,H,SG,1,0.5,0.57
51.91.157.66,80,0,H,GB,1,0.5,0.18
103.215.177.211,80,0,A,ID,1,0.25,2.6
82.99.232.18,58689,0,H,IR,1,0.75,0.69
79.120.177.106,8080,0,T,HU,1,0.4,1.82
79.120.177.106,8080,1,None,HU,1,0.4,1.82
109.193.195.6,3128,0,H,DE,1,0.67,1.56
79.120.177.106,8080,1,None,HU,1,0.0,0.9
158.101.114.88,80,0,H,US,1,0.0,1.79
14.97.2.106,80,0,A,IN,1,0.5,0.89
14.97.2.107,80,0,A,IN,1,0.5,0.58
185.25.206.102,80,0,H,IT,1,0.0,0.23
148.81.199.253,80,0,A,PL,1,0.25,0.53
109.193.195.7,8080,0,H,DE,1,0.67,1.8
213.108.5.224,3128,1,None,RU,1,0.0,2.63
187.243.240.54,8080,1,None,MX,1,0.25,1.57
185.25.206.102,80,0,H,IT,1,0.0,0.24
79.120.177.106,8080,0,T,HU,1,0.0,0.77
79.120.177.106,8080,1,None,HU,1,0.0,0.77
148.81.199.253,80,0,A,PL,1,0.0,0.93
210.48.204.134,46669,0,H,MY,1,0.5,2.21
162.214.92.202,80,0,H,US,1,0.5,2.9
79.120.177.106,8080,0,T,HU,1,0.5,3.34
185.25.206.102,80,0,H,IT,1,0.0,0.22
154.16.63.16,3128,0,H,GB,1,0.5,0.45
46.5.252.53,8080,0,H,DE,1,0.5,0.93
154.79.252.70,53281,0,H,KE,1,0.5,2.29
85.216.127.178,3128,0,H,DE,1,0.67,1.19
36.37.177.186,8080,1,None,KH,1,0.25,1.27
185.25.206.102,80,0,H,IT,1,0.0,0.13
186.159.3.193,56861,0,H,CO,1,0.0,0.53
186.159.3.193,56861,1,None,CO,1,0.0,0.53
148.81.199.253,80,0,A,PL,1,0.0,0.66
167.71.5.83,8080,0,H,US,1,0.5,0.36
208.80.28.208,8080,0,H,US,1,0.0,0.29
91.230.199.174,61440,0,H,UA,1,0.0,1.43
208.80.28.208,8080,0,H,US,1,0.0,0.34
3.224.205.253,80,0,H,US,1,0.5,1.0
82.99.232.18,58689,0,H,IR,1,0.0,1.51
82.99.232.18,58689,1,None,IR,1,0.0,1.51
191.96.42.80,8080,0,H,US,1,0.5,0.16
14.97.2.105,80,0,A,IN,1,0.5,1.56
79.120.177.106,8080,1,None,HU,1,0.25,1.12
79.120.177.106,8080,0,T,HU,1,0.0,0.82
79.120.177.106,8080,1,None,HU,1,0.0,0.82
46.237.255.3,8080,0,H,DE,1,0.5,1.08
162.214.92.202,80,0,H,US,1,0.5,1.25
93.91.112.247,41258,1,None,RU,1,0.0,1.96
5.252.161.48,8080,0,H,--,1,0.5,0.24
222.165.235.254,80,1,None,ID,1,0.33,0.93
36.67.27.153,8080,1,None,ID,1,0.33,2.53
139.59.1.14,8080,0,H,IN,1,0.5,0.36
111.118.128.140,41344,1,None,KH,1,0.0,2.66
88.99.10.253,1080,0,H,DE,1,0.2,1.17
168.181.196.76,8080,0,T,BR,1,0.25,1.89
181.129.183.19,53281,1,None,CO,1,0.25,0.93
95.208.208.227,3128,0,H,DE,1,0.67,2.5
103.215.177.211,80,0,A,ID,1,0.4,1.23
170.254.224.7,55443,1,None,BR,1,0.25,3.32
170.254.224.7,55443,0,H,BR,1,0.25,3.32
103.83.118.10,55443,0,H,ID,1,0.75,2.19
148.81.199.253,80,0,A,PL,1,0.4,2.21
187.243.240.54,8080,1,None,MX,1,0.5,1.21
159.65.171.69,80,0,H,US,1,0.75,4.01
208.80.28.208,8080,0,H,US,1,0.0,0.25
154.16.63.16,3128,0,H,GB,1,0.5,0.44
78.42.42.36,8080,0,H,DE,1,0.5,0.45
79.120.177.106,8080,1,None,HU,1,0.33,0.97
193.86.229.230,8080,1,None,CZ,1,0.0,2.17
46.223.255.8,8080,0,H,DE,1,0.5,3.35
110.78.28.94,8080,0,T,TH,1,0.67,2.0
142.44.148.56,8080,0,H,CA,1,0.5,1.67
151.106.34.87,80,0,H,US,1,0.67,1.91
176.9.75.42,8080,0,H,DE,1,0.5,0.22
54.159.141.165,80,0,H,US,1,0.5,0.04
51.91.122.208,80,0,H,GB,1,0.5,0.67
52.35.63.184,8080,0,A,US,1,0.0,0.28
82.212.62.24,8080,0,H,DE,1,0.5,0.18
95.208.208.233,8080,0,H,DE,1,0.5,0.44
37.49.127.237,3128,0,H,DE,1,0.5,0.44
202.75.97.82,47009,0,H,ID,1,0.0,1.52
88.99.10.253,1080,0,H,DE,1,0.0,1.51
46.237.255.5,8080,0,H,DE,1,0.5,0.98
162.214.92.202,80,0,H,US,1,0.5,1.96
109.193.195.10,8080,0,H,DE,1,0.5,1.54
79.120.177.106,8080,0,T,HU,1,0.0,2.25
79.120.177.106,8080,1,None,HU,1,0.0,2.25
208.80.28.208,8080,0,H,US,1,0.0,0.26
82.99.232.18,58689,0,H,IR,1,0.0,0.76
82.99.232.18,58689,1,None,IR,1,0.0,0.76
78.42.42.44,3128,0,H,DE,1,0.5,0.18
82.212.62.30,8080,0,H,DE,1,0.5,0.44
154.16.63.16,3128,0,H,GB,1,0.5,0.85
162.214.92.202,80,0,H,US,1,0.5,1.77
95.208.208.235,8080,0,H,DE,1,0.5,1.8
31.173.94.93,43539,1,None,RU,1,0.5,1.3
148.81.199.253,80,0,A,PL,1,0.0,1.21
79.120.177.106,8080,0,T,HU,1,0.5,2.44
78.42.42.44,3128,0,H,DE,1,0.67,0.17
193.41.88.58,53281,0,H,UA,1,0.75,1.84
46.229.187.169,53281,0,H,RU,1,0.75,2.21
185.37.211.222,50330,0,H,PT,1,0.4,1.73
93.91.112.247,41258,0,H,RU,1,0.8,5.73
134.3.255.3,3128,0,H,DE,1,0.5,0.96
173.212.202.65,80,0,H,DE,1,0.5,0.21
79.120.177.106,8080,0,T,HU,1,0.5,4.05
14.97.2.105,80,0,A,IN,1,0.67,1.52
78.42.42.41,8080,0,H,DE,1,0.5,1.73
162.214.92.202,80,0,H,US,1,0.5,1.49
158.101.114.88,80,0,H,US,1,0.0,2.24
173.212.202.65,80,0,H,DE,1,0.5,1.98
217.8.51.198,8080,0,H,DE,1,0.5,0.42
88.99.10.253,1080,0,H,DE,1,0.0,2.35
101.109.255.18,50538,1,None,TH,1,0.25,1.68
101.109.255.18,50538,0,H,TH,1,0.25,1.68
109.105.205.232,59152,1,None,BA,1,0.4,1.21
109.105.205.232,59152,0,H,BA,1,0.4,1.21
173.212.202.65,80,0,H,DE,1,0.67,1.19
79.120.177.106,8080,1,None,HU,1,0.25,2.82
79.120.177.106,8080,0,T,HU,1,0.25,2.82
103.11.106.25,8181,1,None,ID,1,0.6,1.01
186.219.96.47,54570,0,H,BR,1,0.75,3.58
162.214.92.202,80,0,H,US,1,0.5,0.71
176.9.119.170,8080,0,H,DE,1,0.5,0.4
176.9.75.42,8080,0,H,DE,1,0.5,0.36
217.8.51.202,8080,0,H,DE,1,0.75,1.32
208.80.28.208,8080,0,H,US,1,0.0,0.17
79.120.177.106,8080,0,T,HU,1,0.0,1.32
79.120.177.106,8080,1,None,HU,1,0.0,1.32
82.99.232.18,58689,1,None,IR,1,0.33,2.07
159.65.171.69,80,0,H,US,1,0.5,3.52
148.81.199.253,80,0,A,PL,1,0.0,1.71
85.216.127.189,3128,0,H,DE,1,0.5,1.13
173.212.202.65,80,0,H,DE,1,0.5,1.09
85.133.210.42,3128,0,H,IR,1,0.5,0.38
153.122.86.46,80,0,H,JP,1,0.5,0.57
46.223.255.3,8080,0,H,DE,1,0.5,1.98
14.97.2.107,80,0,A,IN,1,0.5,0.91
67.63.33.7,80,0,H,US,1,0.5,0.12
46.5.252.60,8080,0,H,DE,1,0.5,1.22
37.49.127.232,8080,0,H,DE,1,0.67,2.01
151.106.34.87,80,0,H,US,1,0.75,1.93
46.5.252.55,3128,0,H,DE,1,0.5,1.09
20.50.107.111,80,0,H,US,1,0.5,0.11
162.214.92.202,80,0,H,US,1,0.67,2.12
46.5.252.55,3128,0,H,DE,1,0.67,2.84
79.120.177.106,8080,0,T,HU,1,0.0,0.94
79.120.177.106,8080,1,None,HU,1,0.0,0.94
85.133.210.42,3128,1,None,IR,1,0.0,0.39
167.71.5.83,8080,0,H,US,1,0.5,1.91
79.120.177.106,8080,0,T,HU,1,0.0,2.2
161.35.70.249,3128,0,H,US,1,0.5,0.83
128.199.202.122,3128,0,H,SG,1,0.5,0.49
109.193.195.11,3128,0,H,DE,1,0.5,1.82
139.59.1.14,8080,0,H,IN,1,0.5,0.86
82.99.232.18,58689,1,None,IR,1,0.0,1.29
138.68.60.8,8080,0,H,US,1,0.5,1.31
209.97.150.167,8080,0,H,US,1,0.5,0.34
167.71.5.83,8080,0,H,US,1,0.5,0.6
191.96.42.80,8080,0,H,US,1,0.5,0.26
82.212.62.20,8080,0,H,DE,1,0.5,1.96
158.140.167.148,53281,1,None,ID,1,0.0,2.0
158.140.167.148,53281,0,H,ID,1,0.0,2.0
46.5.252.59,3128,0,H,DE,1,0.5,1.42
217.8.51.200,8080,0,H,DE,1,0.67,0.39
85.133.210.42,3128,0,H,IR,1,0.5,0.39
128.199.202.122,3128,0,H,SG,1,0.5,1.31
102.129.249.120,8080,0,H,--,1,0.5,1.31
198.199.86.11,3128,0,H,US,1,0.5,1.22
103.36.35.135,8080,1,None,ID,1,0.33,2.52
79.120.177.106,8080,1,None,HU,1,0.25,1.36
103.15.60.21,8080,1,None,IN,1,0.0,3.21
103.15.60.21,8080,0,T,IN,1,0.0,3.21
93.117.72.27,43631,1,None,MD,1,0.25,1.78
54.249.149.203,80,0,H,JP,1,0.5,0.21
46.5.252.58,8080,0,H,DE,1,0.5,0.26
103.122.107.122,8080,1,None,--,1,0.0,1.99
103.122.107.122,8080,0,T,--,1,0.0,1.99
88.99.10.253,1080,0,H,DE,1,0.0,2.05
3.224.205.253,80,0,H,US,1,0.5,0.11
37.120.192.154,8080,1,None,RO,1,0.0,1.79
37.120.192.154,8080,0,A,RO,1,0.0,1.79
79.120.177.106,8080,0,T,HU,1,0.0,2.56
167.71.5.83,8080,0,H,US,1,0.5,1.12
20.50.107.111,80,0,H,US,1,0.5,1.08
217.8.51.200,8080,0,H,DE,1,0.5,0.61
170.81.35.26,36681,1,None,CR,1,0.25,1.82
170.81.35.26,36681,0,H,CR,1,0.25,1.82
162.214.92.202,80,0,H,US,1,0.5,1.18
154.16.63.16,3128,0,H,GB,1,0.5,0.7
103.109.59.242,53281,0,H,--,1,0.67,3.51
209.97.150.167,8080,0,H,US,1,0.5,0.15
154.16.63.16,3128,0,H,GB,1,0.5,1.86
45.175.238.32,999,0,T,--,1,0.0,2.87
79.120.177.106,8080,0,T,HU,1,0.75,1.1
82.212.62.27,8080,0,H,DE,1,0.5,0.84
80.48.119.28,8080,0,H,PL,1,0.5,0.25
182.52.51.10,61124,1,None,TH,1,0.33,1.09
159.65.171.69,80,0,H,US,1,0.5,2.06
149.172.255.9,8080,0,H,DE,1,0.67,2.06
118.174.196.112,36314,1,None,TH,1,0.0,2.25
118.174.196.112,36314,0,H,TH,1,0.0,2.25
65.160.224.144,80,0,A,US,1,0.67,0.4
80.48.119.28,8080,0,H,PL,1,0.5,0.2
159.203.61.169,8080,0,H,CA,1,0.5,0.35
65.160.224.144,80,0,A,US,1,0.5,0.16
134.209.29.120,8080,0,H,US,1,0.5,0.36
85.133.210.42,3128,0,H,IR,1,0.0,0.96
162.214.92.202,80,0,H,US,1,0.67,0.88
138.68.60.8,8080,0,H,US,1,0.5,0.21
128.199.202.122,3128,0,H,SG,1,0.5,0.7
80.48.119.28,8080,0,H,PL,1,0.5,0.67
91.89.89.4,8080,0,H,DE,1,0.5,1.1
88.99.10.253,1080,0,H,DE,1,0.0,1.82
167.71.5.83,8080,0,H,US,1,0.5,0.23
95.208.208.231,8080,0,H,DE,1,0.67,1.12
178.136.2.208,55443,0,H,UA,1,0.25,0.93
178.136.2.208,55443,1,None,UA,1,0.25,0.93
173.212.202.65,80,0,H,DE,1,0.5,1.54
140.238.39.99,8080,0,H,US,1,0.25,0.34
134.209.29.120,8080,0,H,US,1,0.5,3.54
79.120.177.106,8080,1,None,HU,1,0.25,2.04
79.120.177.106,8080,0,T,HU,1,0.25,2.04
103.111.225.100,8080,1,None,--,1,0.25,2.13
103.111.225.100,8080,0,T,--,1,0.25,2.13
46.237.255.2,8080,0,H,DE,1,0.5,2.49
109.167.134.253,30710,1,None,RU,1,0.25,2.73
14.97.2.105,80,0,A,IN,1,0.75,1.74
46.8.247.3,50967,0,H,RU,1,0.75,2.04
217.8.51.198,8080,0,H,DE,1,0.5,0.81
14.97.2.105,80,0,A,IN,1,0.5,0.67
154.16.63.16,3128,0,H,GB,1,0.5,0.81
79.120.177.106,8080,1,None,HU,1,0.25,2.42
79.120.177.106,8080,0,T,HU,1,0.25,2.42
124.41.211.196,31120,1,None,NP,1,0.4,1.23
162.214.92.202,80,0,H,US,1,0.5,1.65
88.99.10.253,1080,0,H,DE,1,0.0,1.94
103.122.107.122,8080,0,T,--,1,0.0,2.39
80.48.119.28,8080,0,H,PL,1,0.5,0.21
103.215.177.211,80,0,A,ID,1,0.0,1.22
154.16.63.16,3128,0,H,GB,1,0.5,2.58
158.101.114.88,80,0,H,US,1,0.25,1.97
173.212.202.65,80,0,H,DE,1,0.5,1.01
82.99.217.18,8080,0,H,IR,1,0.4,1.31
91.187.113.205,53281,0,H,AL,1,0.4,1.62
91.187.113.205,53281,1,None,AL,1,0.4,1.62
52.74.18.115,80,0,H,SG,1,0.5,0.32
67.63.33.7,80,0,H,US,1,0.67,0.08
123.27.3.246,39915,1,None,VN,1,0.0,0.97
123.27.3.246,39915,0,H,VN,1,0.0,0.97
91.217.42.3,8080,0,T,RU,1,0.0,2.71
202.45.146.210,80,0,H,NP,1,0.67,1.62
79.120.177.106,8080,0,T,HU,1,0.0,0.66
79.120.177.106,8080,1,None,HU,1,0.0,0.66
113.130.126.2,31932,0,H,KH,1,0.5,2.32
103.111.225.100,8080,0,T,--,1,0.0,2.45
103.111.225.100,8080,1,None,--,1,0.0,2.45
101.109.255.18,50538,0,H,TH,1,0.25,1.21
138.68.60.8,8080,0,H,US,1,0.5,0.13
82.99.232.18,58689,0,H,IR,1,0.25,1.76
82.99.232.18,58689,1,None,IR,1,0.25,1.76
217.8.51.203,8080,0,H,DE,1,0.5,1.99
46.237.255.5,8080,0,H,DE,1,0.5,0.34
74.143.245.221,80,0,A,US,1,0.5,0.07
80.48.119.28,8080,0,H,PL,1,0.5,0.19
176.9.119.170,8080,0,H,DE,1,0.5,0.55
103.111.225.100,8080,0,T,--,1,0.0,1.17
103.111.225.100,8080,1,None,--,1,0.0,1.17
79.120.177.106,8080,0,T,HU,1,0.0,1.31
79.120.177.106,8080,1,None,HU,1,0.0,1.31
202.45.146.210,80,0,H,NP,1,0.5,1.69
115.124.115.26,80,0,H,IN,1,0.0,0.49
115.124.115.26,80,1,None,IN,1,0.0,0.49
167.71.5.83,8080,0,H,US,1,0.5,0.27
80.48.119.28,8080,0,H,PL,1,0.5,0.18
88.99.10.253,1080,0,H,DE,1,0.0,0.57
52.74.18.115,80,0,H,SG,1,0.5,0.3
103.122.107.122,8080,1,None,--,1,0.0,0.86
103.122.107.122,8080,0,T,--,1,0.0,0.86
202.45.146.210,80,0,H,NP,1,0.5,1.42
103.111.225.100,8080,0,T,--,1,0.5,1.54
74.143.245.221,80,0,A,US,1,0.5,0.17
139.59.1.14,8080,0,H,IN,1,0.5,1.1
94.141.117.1,8080,0,H,RU,1,0.0,1.18
149.172.255.12,8080,0,H,DE,1,0.5,1.37
85.216.127.189,3128,0,H,DE,1,0.5,1.65
51.91.122.208,80,0,H,GB,1,0.5,3.0
187.243.253.2,8080,0,H,MX,1,0.0,2.39
41.164.68.194,8080,0,H,ZA,1,0.25,1.3
41.164.68.194,8080,1,None,ZA,1,0.25,1.3
103.11.106.9,8181,0,T,ID,1,0.25,1.17
103.111.225.100,8080,1,None,--,1,0.33,0.87
171.101.131.47,8080,0,T,TH,1,0.0,0.45
171.101.131.47,8080,1,None,TH,1,0.0,0.45
188.163.170.130,41209,0,H,UA,1,0.25,1.76
207.180.250.180,80,0,H,US,1,0.5,0.15
103.123.229.107,8080,0,T,--,1,0.67,2.11
109.86.219.179,53438,1,None,UA,1,0.25,1.9
109.232.106.236,49565,0,H,RU,1,0.25,3.48
173.212.202.65,80,0,H,DE,1,0.8,2.35
187.111.160.6,8080,0,H,BR,1,0.5,2.77
