host,port,secure,anonymity,country_code,available,error_rate,average_response_time
207.180.250.180,80,0,H,US,1,0.5,0.18
37.120.192.154,8080,0,A,RO,1,0.0,1.12
37.120.192.154,8080,1,None,RO,1,0.0,1.12
103.240.77.98,30093,0,H,IN,1,0.0,1.8
103.240.77.98,30093,1,None,IN,1,0.0,1.8
46.223.255.13,3128,0,H,DE,1,0.67,0.91
200.7.193.229,54954,0,H,EC,1,0.0,1.67
158.140.167.148,53281,0,H,ID,1,0.0,0.96
37.49.127.228,8080,0,H,DE,1,0.5,1.14
51.81.82.175,80,0,H,GB,1,0.33,1.13
41.164.68.194,8080,1,None,ZA,1,0.0,1.74
91.230.199.174,61440,1,None,UA,1,0.0,2.23
139.59.1.14,8080,0,H,IN,1,0.5,0.6
46.175.70.69,44239,1,None,UA,1,0.25,1.05
46.4.96.137,3128,0,H,DE,1,0.5,0.38
193.86.229.230,8080,0,T,CZ,1,0.0,2.4
193.86.229.230,8080,1,None,CZ,1,0.0,2.4
134.209.29.120,8080,0,H,US,1,0.5,0.9
198.199.86.11,3128,0,H,US,1,0.5,0.21
85.216.127.183,8080,0,H,DE,1,0.5,0.51
80.48.119.28,8080,0,H,PL,1,0.5,0.23
203.202.246.34,8080,0,T,BD,1,0.0,1.41
62.152.75.110,50287,1,None,RU,1,0.4,0.87
91.89.89.10,8080,0,H,DE,1,0.5,1.09
45.177.111.70,999,1,None,--,1,0.0,0.79
103.127.64.46,80,0,T,--,1,0.5,1.84
134.209.29.120,8080,0,H,US,1,0.5,0.2
92.84.56.10,50782,0,H,RO,1,0.0,0.82
46.5.252.56,8080,0,H,DE,1,0.5,2.15
88.99.10.253,1080,0,H,DE,1,0.0,1.47
149.28.147.106,8080,0,T,US,1,0.0,0.47
37.49.127.235,8080,0,H,DE,1,0.5,2.82
213.6.199.94,49044,0,H,PS,1,0.0,2.39
46.5.252.70,8080,0,H,DE,1,0.5,1.39
192.162.192.148,55443,1,None,RU,1,0.4,0.9
192.162.192.148,55443,0,H,RU,1,0.4,0.9
45.177.111.70,999,0,T,--,1,0.0,1.26
95.87.14.245,8181,0,T,BG,1,0.75,0.52
88.198.50.103,8080,0,H,DE,1,0.5,0.16
46.4.96.137,3128,0,H,DE,1,0.5,0.16
46.223.255.3,8080,0,H,DE,1,0.5,1.05
134.209.29.120,8080,0,H,US,1,0.5,0.14
82.212.62.22,8080,0,H,DE,1,0.5,1.47
148.81.199.253,80,0,A,PL,1,0.0,1.66
176.9.75.42,8080,0,H,DE,1,0.5,0.16
80.48.119.28,8080,0,H,PL,1,0.5,0.17
161.35.70.249,3128,0,H,US,1,0.5,0.16
181.209.82.154,23500,1,None,AR,1,0.0,1.91
181.209.82.154,23500,0,H,AR,1,0.0,1.91
95.208.208.237,8080,0,H,DE,1,0.5,3.72
88.198.24.108,8080,0,H,DE,1,0.5,0.16
139.59.1.14,8080,0,H,IN,1,0.5,0.35
162.214.92.202,80,0,H,US,1,0.5,0.1
77.238.79.111,8080,0,H,BG,1,0.25,0.8
77.238.79.111,8080,1,None,BG,1,0.25,0.8
79.120.177.106,8080,1,None,HU,1,0.0,2.17
154.72.199.202,41201,1,None,UG,1,0.0,2.06
5.252.161.48,8080,0,H,--,1,0.5,0.14
159.203.61.169,8080,0,H,CA,1,0.5,0.04
154.16.63.16,3128,0,H,GB,1,0.5,0.38
88.198.24.108,8080,0,H,DE,1,0.5,0.41
176.9.119.170,8080,0,H,DE,1,0.5,0.16
20.50.107.111,80,0,H,US,1,0.67,0.11
103.253.27.108,80,0,A,SG,1,0.5,0.3
158.101.114.88,80,0,H,US,1,0.0,1.18
148.81.199.253,80,0,A,PL,1,0.25,1.03
45.230.8.20,51200,1,None,--,1,0.25,1.15
103.253.27.108,80,0,A,SG,1,0.0,0.36
81.95.226.138,3128,0,H,UZ,1,0.5,0.3
151.106.34.87,80,0,H,US,1,0.5,0.55
159.203.61.169,8080,0,H,CA,1,0.5,0.2
154.16.63.16,3128,0,H,GB,1,0.5,0.63
173.212.202.65,80,0,H,DE,1,0.5,1.12
138.68.60.8,8080,0,H,US,1,0.5,0.84
151.106.34.87,80,0,H,US,1,0.5,1.96
208.80.28.208,8080,0,H,US,1,0.0,0.15
138.68.60.8,8080,0,H,US,1,0.5,0.93
151.106.34.87,80,0,H,US,1,0.5,0.27
167.71.5.83,8080,0,H,US,1,0.5,0.57
47.75.90.57,80,0,H,US,1,0.5,0.27
139.59.1.14,8080,0,H,IN,1,0.5,0.49
139.162.78.109,8080,0,H,JP,1,0.5,0.3
138.68.60.8,8080,0,H,US,1,0.5,0.62
151.106.34.87,80,0,H,US,1,0.5,0.26
88.198.50.103,8080,0,H,DE,1,0.5,0.33
209.97.150.167,8080,0,H,US,1,0.5,1.38
181.129.183.19,53281,1,None,CO,1,0.0,1.2
181.129.183.19,53281,0,H,CO,1,0.0,1.2
154.16.63.16,3128,0,H,GB,1,0.5,1.3
148.81.199.253,80,0,A,PL,1,0.0,1.7
158.101.114.88,80,0,H,US,1,0.0,1.62
46.0.203.186,8080,0,H,RU,1,0.0,1.69
47.75.90.57,80,0,H,US,1,0.5,0.39
176.197.95.2,3128,1,None,RU,1,0.0,0.43
176.197.95.2,3128,0,H,RU,1,0.0,0.43
3.101.73.214,80,0,H,US,1,0.5,2.73
103.253.27.108,80,0,A,SG,1,0.0,2.07
46.5.252.55,3128,0,H,DE,1,0.5,0.46
138.68.60.8,8080,0,H,US,1,0.5,0.5
103.253.27.108,80,0,A,SG,1,0.5,1.24
158.101.114.88,80,0,H,US,1,0.0,0.75
88.99.10.253,1080,0,H,DE,1,0.0,1.34
118.174.196.112,36314,0,H,TH,1,0.0,1.32
37.120.192.154,8080,0,A,RO,1,0.25,0.89
37.120.192.154,8080,1,None,RO,1,0.25,0.89
51.81.82.175,80,0,H,GB,1,0.33,0.35
188.0.138.11,8080,1,None,KZ,1,0.33,0.39
167.71.5.83,8080,0,H,US,1,0.5,0.53
46.4.96.137,3128,0,H,DE,1,0.5,0.26
148.81.199.253,80,0,A,PL,1,0.0,0.94
85.133.210.42,3128,0,H,IR,1,0.5,0.3
37.120.192.154,8080,0,A,RO,1,0.5,2.54
88.99.10.253,1080,0,H,DE,1,0.0,1.89
173.212.202.65,80,0,H,DE,1,0.5,0.68
209.97.150.167,8080,0,H,US,1,0.5,0.51
138.68.60.8,8080,0,H,US,1,0.5,1.39
139.59.1.14,8080,0,H,IN,1,0.5,1.27
151.106.34.87,80,0,H,US,1,0.5,0.34
198.199.86.11,3128,0,H,US,1,0.5,0.11
151.106.34.87,80,0,H,US,1,0.5,0.56
139.59.1.14,8080,0,H,IN,1,0.5,0.56
134.209.29.120,8080,0,H,US,1,0.5,0.86
162.214.92.202,80,0,H,US,1,0.5,0.48
209.97.150.167,8080,0,H,US,1,0.5,0.31
167.71.5.83,8080,0,H,US,1,0.5,0.41
148.81.199.253,80,0,A,PL,1,0.0,0.52
88.99.10.253,1080,0,H,DE,1,0.0,0.71
103.253.27.108,80,0,A,SG,1,0.0,0.47
131.108.118.27,8080,1,None,BR,1,0.0,0.9
131.108.118.27,8080,0,H,BR,1,0.0,0.9
46.5.252.61,8080,0,H,DE,1,0.5,2.0
103.215.177.211,80,0,A,ID,1,0.0,1.37
128.199.202.122,3128,0,H,SG,1,0.5,0.51
173.212.202.65,80,0,H,DE,1,0.5,0.93
167.71.5.83,8080,0,H,US,1,0.5,1.07
103.215.177.211,80,0,A,ID,1,0.0,0.81
138.68.60.8,8080,0,H,US,1,0.5,1.51
202.45.146.210,80,0,H,NP,1,0.5,1.71
191.96.42.80,8080,0,H,US,1,0.5,0.19
46.175.70.69,44239,1,None,UA,1,0.0,0.64
202.45.146.210,80,0,H,NP,1,0.5,0.94
202.45.146.210,80,0,H,NP,1,0.5,1.05
154.16.63.16,3128,0,H,GB,1,0.5,0.8
176.197.95.2,3128,0,H,RU,1,0.5,0.36
51.81.82.175,80,0,H,GB,1,0.33,0.59
103.253.27.108,80,0,A,SG,1,0.5,0.32
134.209.29.120,8080,0,H,US,1,0.5,1.0
202.45.146.210,80,0,H,NP,1,0.5,0.89
167.71.5.83,8080,0,H,US,1,0.5,0.29
138.68.60.8,8080,0,H,US,1,0.5,0.43
154.16.63.16,3128,0,H,GB,1,0.5,0.75
14.97.19.47,80,0,A,IN,1,0.5,0.36
80.48.119.28,8080,0,H,PL,1,0.5,0.22
202.142.158.114,8080,1,None,PK,1,0.0,1.02
202.142.158.114,8080,0,T,PK,1,0.0,1.02
103.15.60.21,8080,0,T,IN,1,0.5,2.04
138.68.60.8,8080,0,H,US,1,0.5,0.31
173.212.202.65,80,0,H,DE,1,0.5,0.17
128.199.202.122,3128,0,H,SG,1,0.5,0.36
177.244.36.134,8080,0,H,MX,1,0.0,0.87
154.16.63.16,3128,0,H,GB,1,0.5,1.05
88.99.10.253,1080,0,H,DE,1,0.0,1.38
209.97.150.167,8080,0,H,US,1,0.5,0.28
89.36.195.238,35328,1,None,IR,1,0.33,1.76
138.68.60.8,8080,0,H,US,1,0.5,0.22
162.214.92.202,80,0,H,US,1,0.5,0.14
14.97.19.47,80,0,A,IN,1,0.5,0.35
51.81.82.175,80,0,H,GB,1,0.33,1.85
103.253.27.108,80,0,A,SG,1,0.5,0.33
151.106.34.87,80,0,H,US,1,0.5,0.36
103.253.27.108,80,0,A,SG,1,0.5,0.68
154.16.63.16,3128,0,H,GB,1,0.5,0.87
162.214.92.202,80,0,H,US,1,0.5,1.15
46.5.252.61,8080,0,H,DE,1,0.5,0.43
134.209.29.120,8080,0,H,US,1,0.5,0.53
148.81.199.253,80,0,A,PL,1,0.0,2.0
154.16.63.16,3128,0,H,GB,1,0.5,0.46
103.122.107.122,8080,0,T,--,1,0.0,0.5
79.120.177.106,8080,1,None,HU,1,0.0,0.92
79.120.177.106,8080,0,T,HU,1,0.0,0.92
37.120.192.154,8080,0,A,RO,1,0.0,0.47
37.120.192.154,8080,1,None,RO,1,0.0,0.47
46.175.70.69,44239,0,H,UA,1,0.0,2.36
46.175.70.69,44239,1,None,UA,1,0.0,2.36
14.97.19.47,80,0,A,IN,1,0.5,0.39
46.237.255.10,3128,0,H,DE,1,0.5,1.81
14.139.57.195,23500,1,None,IN,1,0.0,1.56
14.139.57.195,23500,0,H,IN,1,0.0,1.56
154.16.63.16,3128,0,H,GB,1,0.5,1.24
186.47.83.126,8080,1,None,EC,1,0.4,1.57
186.47.83.126,8080,0,T,EC,1,0.4,1.57
148.81.199.253,80,0,A,PL,1,0.25,1.98
202.75.97.82,47009,0,H,ID,1,0.75,3.31
181.129.183.19,53281,1,None,CO,1,0.4,1.43
181.129.183.19,53281,0,H,CO,1,0.4,1.43
173.212.202.65,80,0,H,DE,1,0.5,0.48
120.89.90.230,80,0,T,ID,1,0.0,1.65
120.89.90.230,80,1,None,ID,1,0.0,1.65
138.68.60.8,8080,0,H,US,1,0.5,0.04
154.16.63.16,3128,0,H,GB,1,0.5,0.51
95.208.208.237,8080,0,H,DE,1,0.5,1.23
14.97.19.47,80,0,A,IN,1,0.5,1.29
79.120.177.106,8080,1,None,HU,1,0.0,1.26
79.120.177.106,8080,0,T,HU,1,0.0,1.26
74.143.245.221,80,0,A,US,1,0.5,1.9
46.175.70.69,44239,1,None,UA,1,0.0,2.2
139.162.78.109,8080,0,H,JP,1,0.5,0.26
14.139.57.195,23500,0,H,IN,1,0.0,0.75
14.139.57.195,23500,1,None,IN,1,0.0,0.75
74.143.245.221,80,0,A,US,1,0.5,0.1
18.210.77.4,80,0,H,US,1,0.5,0.03
193.110.115.220,3128,1,None,UA,1,0.0,2.0
111.92.240.134,30598,0,H,KH,1,0.0,2.12
109.238.222.5,40387,0,H,CZ,1,0.25,1.28
109.238.222.5,40387,1,None,CZ,1,0.25,1.28
190.152.5.126,53040,0,H,EC,1,0.25,1.33
102.129.249.120,8080,0,H,--,1,0.5,0.2
18.207.70.248,80,0,H,US,1,0.5,0.05
62.210.203.211,8080,0,T,FR,1,0.0,0.23
202.45.146.210,80,0,H,NP,1,0.5,0.75
13.251.154.74,80,0,H,SG,1,0.5,0.33
14.97.2.105,80,0,A,IN,1,0.5,1.88
159.65.171.69,80,0,H,US,1,0.5,2.33
51.81.82.175,80,0,H,GB,1,0.5,1.84
3.224.69.117,80,0,H,US,1,0.5,0.05
18.210.77.4,80,0,H,US,1,0.5,0.05
3.225.148.200,80,0,H,US,1,0.5,0.05
150.129.148.88,35101,0,H,IN,1,0.5,2.3
173.212.202.65,80,0,H,DE,1,0.67,0.94
192.140.42.83,31511,1,None,BR,1,0.0,2.12
192.140.42.83,31511,0,H,BR,1,0.0,2.12
103.78.252.105,8080,0,H,BD,1,0.25,1.98
43.242.242.196,8080,1,None,MN,1,0.25,1.65
183.88.232.207,8080,1,None,TH,1,0.0,3.45
207.157.220.8,8080,0,H,US,1,0.0,0.14
62.210.203.211,8080,0,T,FR,1,0.0,0.17
18.210.77.4,80,0,H,US,1,0.5,0.22
74.143.245.221,80,0,A,US,1,0.5,0.33
209.97.150.167,8080,0,H,US,1,0.5,0.33
3.224.69.117,80,0,H,US,1,0.5,0.48
146.59.236.155,80,0,H,NO,1,0.5,0.13
139.162.78.109,8080,0,H,JP,1,0.5,1.39
193.95.93.119,80,0,H,TN,1,0.5,2.75
180.179.98.22,3128,0,H,IN,1,0.0,2.44
178.63.126.12,1080,0,H,DE,1,0.33,2.59
207.157.220.8,8080,0,H,US,1,0.0,0.15
3.225.148.200,80,0,H,US,1,0.5,0.17
109.105.205.232,59152,0,H,BA,1,0.0,2.08
109.105.205.232,59152,1,None,BA,1,0.0,2.08
18.210.77.4,80,0,H,US,1,0.5,0.01
213.108.5.226,3128,1,None,RU,1,0.5,1.8
14.97.2.104,80,0,A,IN,1,0.67,2.94
18.207.70.248,80,0,H,US,1,0.5,0.04
3.224.205.253,80,0,H,US,1,0.5,0.2
111.92.164.242,50249,0,H,ID,1,0.25,2.54
111.92.164.242,50249,1,None,ID,1,0.25,2.54
43.241.141.27,35101,0,H,IN,1,0.0,4.12
139.162.78.109,8080,0,H,JP,1,0.5,0.32
52.78.172.171,80,0,H,KR,1,0.5,0.38
113.254.178.224,8383,0,H,HK,1,0.5,0.28
41.59.90.92,80,0,A,TZ,1,0.5,0.37
202.45.146.210,80,0,H,NP,1,0.5,1.1
47.75.90.57,80,0,H,US,1,0.5,0.52
14.97.2.105,80,0,A,IN,1,0.5,1.25
74.143.245.221,80,0,A,US,1,0.5,0.82
170.233.235.249,3128,1,None,AR,1,0.0,1.52
14.97.2.110,80,0,A,IN,1,0.5,1.42
92.204.129.161,80,0,H,DE,1,0.5,0.06
14.97.2.104,80,0,A,IN,1,0.67,1.47
203.236.203.208,80,1,None,KR,1,0.0,2.39
203.236.203.208,80,0,A,KR,1,0.0,2.39
102.129.249.120,8080,0,H,--,1,0.5,1.46
181.129.138.114,30838,1,None,CO,1,0.0,1.59
51.91.157.66,80,0,H,GB,1,0.5,0.34
92.204.129.161,80,0,H,DE,1,0.5,0.19
88.198.50.103,8080,0,H,DE,1,0.5,0.22
175.143.37.162,80,0,A,MY,1,0.5,1.91
198.199.86.11,3128,0,H,US,1,0.67,1.93
52.78.172.171,80,0,H,KR,1,0.75,0.61
46.4.96.137,3128,0,H,DE,1,0.5,0.22
95.208.208.233,8080,0,H,DE,1,0.5,2.58
111.92.164.242,50249,0,H,ID,1,0.75,0.78
103.209.64.19,6666,1,None,IN,1,0.4,1.75
46.175.70.69,44239,0,H,UA,1,0.75,1.73
159.203.61.169,8080,0,H,CA,1,0.5,1.2
51.81.82.175,80,0,H,GB,1,0.75,1.91
217.79.181.109,443,1,None,DE,1,0.6,0.7
5.252.161.48,8080,0,H,--,1,0.5,1.55
103.134.168.91,80,0,A,--,1,0.5,0.33
144.126.215.200,80,0,H,US,1,0.5,0.78
111.92.164.242,50249,0,H,ID,1,0.0,1.31
136.243.211.104,80,0,H,DE,1,0.5,0.29
37.49.127.234,3128,0,H,DE,1,0.5,2.45
159.203.61.169,8080,0,H,CA,1,0.5,0.58
187.216.90.46,53281,0,H,MX,1,0.0,2.23
51.91.157.66,80,0,H,GB,1,0.5,0.2
149.172.255.14,8080,0,H,DE,1,0.67,3.31
92.204.129.161,80,0,H,DE,1,0.5,1.57
136.243.211.104,80,0,H,DE,1,0.5,0.28
175.143.37.162,80,0,A,MY,1,0.5,0.32
41.59.90.92,80,0,A,TZ,1,0.5,0.35
96.9.69.164,53281,1,None,KH,1,0.0,2.57
103.251.225.13,34052,1,None,IN,1,0.0,2.0
161.35.70.249,3128,0,H,US,1,0.5,1.65
94.158.165.19,45915,1,None,RU,1,0.25,1.65
94.158.165.19,45915,0,H,RU,1,0.25,1.65
198.199.86.11,3128,0,H,US,1,0.5,1.17
159.203.61.169,8080,0,H,CA,1,0.5,1.32
163.172.221.209,443,1,None,NL,1,0.4,1.07
163.172.221.209,443,0,H,NL,1,0.4,1.07
103.209.65.12,6666,0,H,IN,1,0.75,0.94
176.9.119.170,8080,0,H,DE,1,0.5,0.49
92.204.129.161,80,0,H,DE,1,0.5,0.7
161.35.4.201,80,0,H,US,1,0.5,1.17
198.199.86.11,3128,0,H,US,1,0.5,2.32
125.99.191.107,80,0,H,IN,1,0.5,2.69
202.45.146.210,80,0,H,NP,1,0.5,1.0
139.162.78.109,8080,0,H,JP,1,0.5,1.83
168.228.150.5,47507,0,H,BR,1,0.25,1.29
136.243.211.104,80,0,H,DE,1,0.5,0.35
139.255.115.139,8080,1,None,ID,1,0.5,2.24
128.199.202.122,3128,0,H,SG,1,0.5,1.21
93.91.112.247,41258,0,H,RU,1,0.25,2.75
103.121.199.142,8080,1,None,--,1,0.4,1.55
103.121.199.142,8080,0,A,--,1,0.4,1.55
103.42.253.210,38812,1,None,ID,1,0.0,4.19
103.42.253.210,38812,0,H,ID,1,0.0,4.19
82.99.217.18,8080,0,H,IR,1,0.0,3.49
192.140.42.83,31511,1,None,BR,1,0.25,1.09
177.66.112.221,57945,1,None,BR,1,0.4,2.03
177.66.112.221,57945,0,H,BR,1,0.4,2.03
14.97.2.104,80,0,A,IN,1,0.5,0.36
88.198.50.103,8080,0,H,DE,1,0.5,0.25
200.111.182.6,443,0,T,CL,1,0.0,1.26
191.96.42.80,8080,0,H,US,1,0.5,0.24
177.244.36.134,8080,0,H,MX,1,0.67,1.3
46.4.96.137,3128,0,H,DE,1,0.5,0.29
175.143.37.162,80,0,A,MY,1,0.67,1.35
163.172.221.209,443,0,H,NL,1,0.4,0.58
163.172.221.209,443,1,None,NL,1,0.4,0.58
5.252.161.48,8080,0,H,--,1,0.5,0.39
45.65.225.161,8080,0,T,AR,1,0.25,2.49
45.65.225.161,8080,1,None,AR,1,0.25,2.49
3.211.65.185,80,0,T,US,1,0.5,0.04
198.199.86.11,3128,0,H,US,1,0.5,0.23
154.16.63.16,3128,0,H,GB,1,0.5,0.53
102.129.249.120,8080,0,H,--,1,0.5,0.83
41.59.90.92,80,0,A,TZ,1,0.5,0.66
5.252.161.48,8080,0,H,--,1,0.5,0.85
79.143.87.136,9090,0,A,GB,1,0.0,1.02
191.96.42.80,8080,0,H,US,1,0.5,1.67
128.199.202.122,3128,0,H,SG,1,0.5,1.82
175.143.37.162,80,0,A,MY,1,0.5,1.58
167.71.5.83,8080,0,H,US,1,0.5,2.22
92.204.129.161,80,0,H,DE,1,0.5,3.37
208.80.28.208,8080,0,H,US,1,0.2,1.45
125.177.124.73,80,1,None,KR,1,0.6,0.46
79.120.177.106,8080,1,None,HU,1,0.25,1.98
79.120.177.106,8080,0,T,HU,1,0.25,1.98
200.85.169.18,47548,0,H,NI,1,0.75,0.92
46.98.99.128,8080,1,None,UA,1,0.25,0.38
46.98.99.128,8080,0,T,UA,1,0.25,0.38
45.118.166.114,8080,0,T,IN,1,0.5,2.88
88.198.50.103,8080,0,H,DE,1,0.5,0.32
177.55.245.198,8080,1,None,BR,1,0.0,0.42
177.55.245.198,8080,0,T,BR,1,0.0,0.42
176.9.119.170,3128,0,H,DE,1,0.5,0.17
46.4.96.137,3128,0,H,DE,1,0.5,0.25
154.16.63.16,8080,0,H,GB,1,0.5,0.46
182.72.150.242,8080,0,A,IN,1,0.0,0.99
167.71.5.83,8080,0,H,US,1,0.5,2.17
200.63.65.64,8080,0,T,AR,1,0.0,1.86
12.218.209.130,53281,1,None,US,1,0.0,2.07
12.218.209.130,53281,0,H,US,1,0.0,2.07
79.120.177.106,8080,0,T,HU,1,0.67,1.36
77.238.79.111,8080,0,H,BG,1,0.25,1.32
139.162.78.109,3128,0,H,JP,1,0.67,1.61
188.234.248.18,8080,0,T,RU,1,0.0,2.75
85.159.25.62,8080,1,None,KZ,1,0.25,2.19
177.200.206.167,8080,1,None,BR,1,0.5,1.03
45.167.125.129,9991,1,None,--,1,0.4,1.52
45.167.125.129,9991,0,T,--,1,0.4,1.52
160.119.125.25,8080,1,None,NG,1,0.4,1.99
160.119.125.25,8080,0,T,NG,1,0.4,1.99
217.150.77.31,53281,0,H,RU,1,0.75,3.54
5.252.161.48,3128,0,H,--,1,0.5,0.34
95.104.54.227,42119,1,None,GE,1,0.6,1.86
88.198.24.108,3128,0,H,DE,1,0.5,0.18
191.96.42.80,3128,0,H,US,1,0.5,0.6
2.139.232.101,3128,0,T,ES,1,0.0,0.58
45.174.251.29,999,1,None,--,1,0.0,0.89
139.255.115.139,8080,1,None,ID,1,0.0,1.09
139.255.115.139,8080,0,T,ID,1,0.0,1.09
82.99.217.18,8080,1,None,IR,1,0.0,0.85
41.33.179.195,8080,1,None,EG,1,0.33,0.95
103.70.79.2,8080,1,None,ID,1,0.0,1.64
161.35.70.249,3128,0,H,US,1,0.5,1.44
46.4.96.137,8080,0,H,DE,1,0.5,0.25
5.252.161.48,3128,0,H,--,1,0.5,0.15
134.209.29.120,8080,0,H,US,1,0.67,1.93
182.160.108.188,8090,1,None,BD,1,0.5,1.06
182.16.171.65,43188,1,None,ID,1,0.25,2.19
176.62.188.158,56351,1,None,RU,1,0.4,1.36
45.70.200.49,999,1,None,--,1,0.4,1.37
45.70.200.49,999,0,T,--,1,0.4,1.37
197.248.30.123,80,0,A,KE,1,0.5,1.32
202.62.67.209,53281,0,H,IN,1,0.25,3.13
193.200.151.69,48241,0,H,UA,1,0.5,1.62
167.99.236.14,80,0,H,US,1,0.5,0.08
103.15.60.21,8080,1,None,IN,1,0.25,1.07
103.15.60.21,8080,0,T,IN,1,0.25,1.07
103.209.88.66,8080,1,None,IN,1,0.25,1.75
177.124.168.81,8080,1,None,BR,1,0.25,1.78
177.124.168.81,8080,0,T,BR,1,0.25,1.78
95.31.119.210,31135,0,H,RU,1,0.25,1.96
103.56.208.250,8080,0,H,BD,1,0.5,0.42
41.164.68.194,8080,1,None,ZA,1,0.6,1.37
102.129.249.120,3128,0,H,--,1,0.5,0.07
103.56.208.250,8080,0,H,BD,1,0.5,0.36
79.120.177.106,8080,0,T,HU,1,0.0,1.79
103.47.67.158,8080,0,T,IN,1,0.5,2.61
81.18.34.98,42535,1,None,KZ,1,0.0,2.32
85.198.250.135,3128,0,A,PL,1,0.0,2.33
85.198.250.135,3128,1,None,PL,1,0.0,2.33
161.35.70.249,8080,0,H,US,1,0.5,1.77
45.250.226.14,3128,0,T,IN,1,0.75,2.97
45.167.125.129,9991,1,None,--,1,0.6,1.62
187.44.167.78,60786,0,H,BR,1,0.25,2.93
167.99.54.28,8080,0,T,US,1,0.0,0.09
159.203.61.169,8080,0,H,CA,1,0.5,0.56
103.146.31.51,8080,1,None,--,1,0.0,0.51
159.65.171.69,80,0,H,US,1,0.5,1.61
91.217.42.2,8080,1,None,RU,1,0.0,2.63
79.120.177.106,8080,1,None,HU,1,0.25,1.67
123.108.200.106,83,0,T,IN,1,0.25,1.68
178.136.2.208,55443,0,H,UA,1,0.25,1.69
178.136.2.208,55443,1,None,UA,1,0.25,1.69
181.49.100.190,8080,0,H,CO,1,0.75,1.06
209.97.150.167,8080,0,H,US,1,0.5,0.58
103.19.130.50,8080,0,T,BD,1,0.75,1.98
178.128.243.15,80,0,H,GR,1,0.75,3.14
83.69.93.64,44331,1,None,RU,1,0.4,2.27
89.250.149.114,60981,0,H,RU,1,0.5,1.36
89.250.149.114,60981,1,None,RU,1,0.5,1.36
149.5.37.193,8080,0,T,IE,1,0.8,1.87
159.203.61.169,3128,0,H,CA,1,0.5,0.14
176.9.75.42,3128,0,H,DE,1,0.5,0.28
88.198.24.108,3128,0,H,DE,1,0.5,0.29
88.198.50.103,8080,0,H,DE,1,0.5,0.3
79.120.177.106,8080,1,None,HU,1,0.0,1.18
79.120.177.106,8080,0,T,HU,1,0.0,1.18
209.97.150.167,3128,0,H,US,1,0.5,0.29
167.71.5.83,8080,0,H,US,1,0.5,0.46
176.197.223.206,3128,1,None,RU,1,0.0,1.68
117.121.211.170,8080,1,None,TH,1,0.0,1.71
117.121.211.170,8080,0,A,TH,1,0.0,1.71
103.240.77.98,30093,0,H,IN,1,0.25,0.98
102.176.160.84,8080,1,None,--,1,0.0,0.99
102.176.160.84,8080,0,T,--,1,0.0,0.99
111.90.179.74,8080,1,None,KH,1,0.25,1.84
180.178.93.219,80,0,T,ID,1,0.75,1.08
27.116.51.119,8080,1,None,IN,1,0.25,2.16
14.97.2.106,80,0,A,IN,1,0.5,0.39
47.75.90.57,80,0,H,US,1,0.5,0.48
62.152.75.110,50287,0,H,RU,1,0.0,1.15
62.152.75.110,50287,1,None,RU,1,0.0,1.15
85.172.39.174,47326,0,H,RU,1,0.0,0.95
77.70.35.87,37475,0,H,BG,1,0.0,1.85
77.70.35.87,37475,1,None,BG,1,0.0,1.85
63.151.67.7,8080,0,T,US,1,0.25,0.7
79.122.225.166,8080,0,T,RU,1,0.0,2.19
203.243.63.16,80,0,H,KR,1,0.67,1.32
185.48.149.60,8080,0,T,KZ,1,0.0,2.07
46.73.33.253,8080,0,T,RU,1,0.25,1.15
46.73.33.253,8080,1,None,RU,1,0.25,1.15
200.32.51.179,8080,1,None,AR,1,0.25,0.77
91.217.42.3,8080,0,T,RU,1,0.25,1.33
160.202.40.20,55655,0,H,ID,1,0.0,1.37
160.202.40.20,55655,1,None,ID,1,0.0,1.37
154.16.63.16,3128,0,H,GB,1,0.5,0.86
167.71.5.83,3128,0,H,US,1,0.5,0.19
93.170.200.180,8080,0,T,RU,1,0.0,0.89
93.170.200.180,8080,1,None,RU,1,0.0,0.89
85.119.150.44,80,0,H,RU,1,0.5,0.23
46.4.96.137,8080,0,H,DE,1,0.5,0.17
79.120.177.106,8080,0,T,HU,1,0.0,1.49
79.120.177.106,8080,1,None,HU,1,0.0,1.49
190.85.115.78,3128,0,T,CO,1,0.0,0.59
88.99.10.253,1080,0,H,DE,1,0.0,2.19
185.56.209.114,52342,0,H,PL,1,0.0,2.66
212.100.84.10,8080,0,T,NG,1,0.25,1.5
212.100.84.10,8080,1,None,NG,1,0.25,1.5
178.214.12.140,8080,0,T,PL,1,0.25,2.43
178.214.12.140,8080,1,None,PL,1,0.25,2.43
181.143.73.34,53281,0,T,CO,1,0.4,1.56
181.143.73.34,53281,1,None,CO,1,0.4,1.56
178.62.127.204,8080,0,T,GB,1,0.0,0.87
212.100.84.10,8080,1,None,NG,1,0.0,1.22
212.100.84.10,8080,0,T,NG,1,0.0,1.22
45.250.226.53,8080,1,None,IN,1,0.0,1.81
45.250.226.53,8080,0,T,IN,1,0.0,1.81
50.235.149.74,8080,0,T,US,1,0.67,0.72
202.75.97.82,47009,0,H,ID,1,0.5,1.55
217.8.51.197,8080,0,H,DE,1,0.5,2.99
177.38.76.153,8080,1,None,BR,1,0.25,1.03
177.38.76.153,8080,0,T,BR,1,0.25,1.03
178.217.140.70,443,1,None,PL,1,0.25,1.8
